member #,member name,topic
2215,Robert Barber,Health and Medicine
2215,Robert Barber,Inductive and Co-Inductive Logic Programming
2215,Robert Barber,"Conformant, Contingent, and Adversarial Planning"
2216,Justin Hopkins,Computer Vision Theory
2216,Justin Hopkins,Motion and Tracking
2216,Justin Hopkins,Human-Robot/Agent Interaction
2216,Justin Hopkins,Answer Set Programming
2216,Justin Hopkins,Randomised Algorithms
2216,Justin Hopkins,Constraint Programming
2217,Emily Hall,Human-Aware Planning
2217,Emily Hall,Efficient Methods for Machine Learning
2217,Emily Hall,Artificial Life
2217,Emily Hall,Lifelong and Continual Learning
2217,Emily Hall,Constraint Satisfaction
2217,Emily Hall,Relational Learning
2217,Emily Hall,Computer Vision Theory
2217,Emily Hall,Other Topics in Multiagent Systems
2217,Emily Hall,"Localisation, Mapping, and Navigation"
2217,Emily Hall,Reasoning about Action and Change
2218,Brandon Greer,Human-Aware Planning
2218,Brandon Greer,Other Topics in Knowledge Representation and Reasoning
2218,Brandon Greer,Other Topics in Uncertainty in AI
2218,Brandon Greer,"Localisation, Mapping, and Navigation"
2218,Brandon Greer,Inductive and Co-Inductive Logic Programming
2218,Brandon Greer,Mobility
2219,Michael Ward,Deep Neural Network Architectures
2219,Michael Ward,Representation Learning for Computer Vision
2219,Michael Ward,Other Topics in Computer Vision
2219,Michael Ward,"Face, Gesture, and Pose Recognition"
2219,Michael Ward,Kernel Methods
2219,Michael Ward,Distributed CSP and Optimisation
2219,Michael Ward,Machine Learning for Robotics
2220,Melissa Jones,Distributed Machine Learning
2220,Melissa Jones,Learning Human Values and Preferences
2220,Melissa Jones,Mining Codebase and Software Repositories
2220,Melissa Jones,User Modelling and Personalisation
2220,Melissa Jones,Clustering
2220,Melissa Jones,Argumentation
2221,Robert Perez,Video Understanding and Activity Analysis
2221,Robert Perez,Mechanism Design
2221,Robert Perez,Hardware
2221,Robert Perez,Voting Theory
2221,Robert Perez,Deep Generative Models and Auto-Encoders
2222,Valerie Foley,Robot Manipulation
2222,Valerie Foley,Conversational AI and Dialogue Systems
2222,Valerie Foley,"Continual, Online, and Real-Time Planning"
2222,Valerie Foley,"Transfer, Domain Adaptation, and Multi-Task Learning"
2222,Valerie Foley,"Graph Mining, Social Network Analysis, and Community Mining"
2222,Valerie Foley,"Communication, Coordination, and Collaboration"
2223,Randy Wright,Reinforcement Learning Algorithms
2223,Randy Wright,Other Multidisciplinary Topics
2223,Randy Wright,Digital Democracy
2223,Randy Wright,Video Understanding and Activity Analysis
2223,Randy Wright,Computer Games
2223,Randy Wright,Data Stream Mining
2223,Randy Wright,Hardware
2223,Randy Wright,Education
2223,Randy Wright,Solvers and Tools
2223,Randy Wright,Explainability in Computer Vision
2224,Susan Wright,Intelligent Database Systems
2224,Susan Wright,"Face, Gesture, and Pose Recognition"
2224,Susan Wright,Speech and Multimodality
2224,Susan Wright,Computer Vision Theory
2224,Susan Wright,Health and Medicine
2224,Susan Wright,3D Computer Vision
2224,Susan Wright,Multi-Instance/Multi-View Learning
2224,Susan Wright,Human-Computer Interaction
2225,Donna Mclaughlin,Agent-Based Simulation and Complex Systems
2225,Donna Mclaughlin,Aerospace
2225,Donna Mclaughlin,Other Topics in Computer Vision
2225,Donna Mclaughlin,Conversational AI and Dialogue Systems
2225,Donna Mclaughlin,Multiagent Planning
2225,Donna Mclaughlin,Knowledge Acquisition
2225,Donna Mclaughlin,Constraint Programming
2225,Donna Mclaughlin,"Understanding People: Theories, Concepts, and Methods"
2225,Donna Mclaughlin,Cyber Security and Privacy
2226,Joseph Diaz,Entertainment
2226,Joseph Diaz,Machine Learning for Robotics
2226,Joseph Diaz,Time-Series and Data Streams
2226,Joseph Diaz,Search in Planning and Scheduling
2226,Joseph Diaz,Anomaly/Outlier Detection
2226,Joseph Diaz,Bioinformatics
2226,Joseph Diaz,Search and Machine Learning
2226,Joseph Diaz,Video Understanding and Activity Analysis
2226,Joseph Diaz,Qualitative Reasoning
2226,Joseph Diaz,Humanities
2227,Dr. Angela,Bayesian Learning
2227,Dr. Angela,Visual Reasoning and Symbolic Representation
2227,Dr. Angela,Summarisation
2227,Dr. Angela,Deep Learning Theory
2227,Dr. Angela,Medical and Biological Imaging
2227,Dr. Angela,Mining Heterogeneous Data
2227,Dr. Angela,Logic Foundations
2227,Dr. Angela,"Geometric, Spatial, and Temporal Reasoning"
2227,Dr. Angela,Stochastic Models and Probabilistic Inference
2227,Dr. Angela,Robot Planning and Scheduling
2228,Ian Moore,Evolutionary Learning
2228,Ian Moore,Neuroscience
2228,Ian Moore,Consciousness and Philosophy of Mind
2228,Ian Moore,Adversarial Learning and Robustness
2228,Ian Moore,"Conformant, Contingent, and Adversarial Planning"
2228,Ian Moore,Computer Vision Theory
2228,Ian Moore,Adversarial Search
2229,Kristy Hoover,Sequential Decision Making
2229,Kristy Hoover,Clustering
2229,Kristy Hoover,Constraint Satisfaction
2229,Kristy Hoover,Cyber Security and Privacy
2229,Kristy Hoover,Internet of Things
2229,Kristy Hoover,Privacy in Data Mining
2229,Kristy Hoover,"Other Topics Related to Fairness, Ethics, or Trust"
2229,Kristy Hoover,Interpretability and Analysis of NLP Models
2230,Janet Welch,Deep Neural Network Architectures
2230,Janet Welch,Philosophical Foundations of AI
2230,Janet Welch,Voting Theory
2230,Janet Welch,3D Computer Vision
2230,Janet Welch,Artificial Life
2230,Janet Welch,Solvers and Tools
2230,Janet Welch,Other Topics in Planning and Search
2231,Xavier Conner,Human-Machine Interaction Techniques and Devices
2231,Xavier Conner,Philosophical Foundations of AI
2231,Xavier Conner,Constraint Satisfaction
2231,Xavier Conner,Agent-Based Simulation and Complex Systems
2231,Xavier Conner,Representation Learning for Computer Vision
2231,Xavier Conner,Reasoning about Knowledge and Beliefs
2231,Xavier Conner,Clustering
2231,Xavier Conner,Computer Games
2231,Xavier Conner,Other Topics in Multiagent Systems
2231,Xavier Conner,Human Computation and Crowdsourcing
2232,Michael Smith,Autonomous Driving
2232,Michael Smith,Relational Learning
2232,Michael Smith,Hardware
2232,Michael Smith,Distributed CSP and Optimisation
2232,Michael Smith,Human-Robot Interaction
2232,Michael Smith,Computer Vision Theory
2232,Michael Smith,Inductive and Co-Inductive Logic Programming
2232,Michael Smith,Dynamic Programming
2232,Michael Smith,Distributed Problem Solving
2232,Michael Smith,Reasoning about Knowledge and Beliefs
2233,Jessica Vargas,Argumentation
2233,Jessica Vargas,Human-Machine Interaction Techniques and Devices
2233,Jessica Vargas,Image and Video Retrieval
2233,Jessica Vargas,Non-Probabilistic Models of Uncertainty
2233,Jessica Vargas,Philosophy and Ethics
2234,Paul Hartman,Mining Semi-Structured Data
2234,Paul Hartman,Stochastic Optimisation
2234,Paul Hartman,Life Sciences
2234,Paul Hartman,Autonomous Driving
2234,Paul Hartman,Health and Medicine
2234,Paul Hartman,Medical and Biological Imaging
2234,Paul Hartman,Fair Division
2234,Paul Hartman,Trust
2235,Jennifer Robinson,Lifelong and Continual Learning
2235,Jennifer Robinson,Learning Theory
2235,Jennifer Robinson,Other Multidisciplinary Topics
2235,Jennifer Robinson,Safety and Robustness
2235,Jennifer Robinson,Autonomous Driving
2235,Jennifer Robinson,Classification and Regression
2235,Jennifer Robinson,Image and Video Generation
2235,Jennifer Robinson,Vision and Language
2236,Madison Moore,Satisfiability
2236,Madison Moore,Societal Impacts of AI
2236,Madison Moore,"Continual, Online, and Real-Time Planning"
2236,Madison Moore,Semantic Web
2236,Madison Moore,Knowledge Acquisition and Representation for Planning
2236,Madison Moore,Privacy-Aware Machine Learning
2236,Madison Moore,Humanities
2237,Annette Williams,Other Topics in Uncertainty in AI
2237,Annette Williams,Multimodal Perception and Sensor Fusion
2237,Annette Williams,"Other Topics Related to Fairness, Ethics, or Trust"
2237,Annette Williams,"Model Adaptation, Compression, and Distillation"
2237,Annette Williams,Video Understanding and Activity Analysis
2237,Annette Williams,Privacy-Aware Machine Learning
2237,Annette Williams,Logic Foundations
2238,Krystal Martinez,Life Sciences
2238,Krystal Martinez,Other Topics in Knowledge Representation and Reasoning
2238,Krystal Martinez,Local Search
2238,Krystal Martinez,Other Topics in Planning and Search
2238,Krystal Martinez,Big Data and Scalability
2238,Krystal Martinez,Reasoning about Knowledge and Beliefs
2238,Krystal Martinez,User Experience and Usability
2238,Krystal Martinez,Ontologies
2238,Krystal Martinez,Dimensionality Reduction/Feature Selection
2239,Samuel Herring,Efficient Methods for Machine Learning
2239,Samuel Herring,Behavioural Game Theory
2239,Samuel Herring,Satisfiability
2239,Samuel Herring,Other Topics in Knowledge Representation and Reasoning
2239,Samuel Herring,Bayesian Networks
2239,Samuel Herring,Reasoning about Action and Change
2239,Samuel Herring,Robot Rights
2240,Robert Higgins,Summarisation
2240,Robert Higgins,Ontologies
2240,Robert Higgins,Adversarial Learning and Robustness
2240,Robert Higgins,Deep Neural Network Algorithms
2240,Robert Higgins,Image and Video Generation
2240,Robert Higgins,Motion and Tracking
2240,Robert Higgins,Optimisation for Robotics
2240,Robert Higgins,Machine Learning for Robotics
2241,Kevin Rowland,Adversarial Attacks on CV Systems
2241,Kevin Rowland,Knowledge Acquisition and Representation for Planning
2241,Kevin Rowland,Morality and Value-Based AI
2241,Kevin Rowland,Behaviour Learning and Control for Robotics
2241,Kevin Rowland,Societal Impacts of AI
2241,Kevin Rowland,Summarisation
2241,Kevin Rowland,Image and Video Generation
2242,Darlene Reed,Marketing
2242,Darlene Reed,Multiagent Planning
2242,Darlene Reed,Humanities
2242,Darlene Reed,Mobility
2242,Darlene Reed,Explainability in Computer Vision
2242,Darlene Reed,Scheduling
2242,Darlene Reed,Mining Heterogeneous Data
2242,Darlene Reed,Mining Codebase and Software Repositories
2242,Darlene Reed,Neuro-Symbolic Methods
2242,Darlene Reed,Software Engineering
2243,Joshua Hensley,Representation Learning for Computer Vision
2243,Joshua Hensley,Deep Neural Network Architectures
2243,Joshua Hensley,User Experience and Usability
2243,Joshua Hensley,Dynamic Programming
2243,Joshua Hensley,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
2244,Kevin Wade,Multilingualism and Linguistic Diversity
2244,Kevin Wade,Learning Human Values and Preferences
2244,Kevin Wade,News and Media
2244,Kevin Wade,Behaviour Learning and Control for Robotics
2244,Kevin Wade,Mechanism Design
2244,Kevin Wade,Deep Neural Network Algorithms
2245,Monica Manning,Routing
2245,Monica Manning,Case-Based Reasoning
2245,Monica Manning,Economics and Finance
2245,Monica Manning,Explainability and Interpretability in Machine Learning
2245,Monica Manning,Robot Rights
2245,Monica Manning,Genetic Algorithms
2245,Monica Manning,Transportation
2246,William Thomas,Social Sciences
2246,William Thomas,News and Media
2246,William Thomas,Other Topics in Multiagent Systems
2246,William Thomas,Randomised Algorithms
2246,William Thomas,Learning Theory
2246,William Thomas,Neuro-Symbolic Methods
2246,William Thomas,Question Answering
2246,William Thomas,Scene Analysis and Understanding
2246,William Thomas,Information Retrieval
2246,William Thomas,Machine Learning for Robotics
2247,Curtis Ashley,Behavioural Game Theory
2247,Curtis Ashley,Mixed Discrete and Continuous Optimisation
2247,Curtis Ashley,Image and Video Retrieval
2247,Curtis Ashley,Recommender Systems
2247,Curtis Ashley,Anomaly/Outlier Detection
2247,Curtis Ashley,Digital Democracy
2247,Curtis Ashley,Relational Learning
2247,Curtis Ashley,"Continual, Online, and Real-Time Planning"
2247,Curtis Ashley,Computational Social Choice
2247,Curtis Ashley,Sports
2248,Sarah Atkinson,Constraint Satisfaction
2248,Sarah Atkinson,Search and Machine Learning
2248,Sarah Atkinson,Fuzzy Sets and Systems
2248,Sarah Atkinson,User Modelling and Personalisation
2248,Sarah Atkinson,Text Mining
2248,Sarah Atkinson,Ontology Induction from Text
2248,Sarah Atkinson,Search in Planning and Scheduling
2248,Sarah Atkinson,Description Logics
2249,Stacey Monroe,Other Topics in Constraints and Satisfiability
2249,Stacey Monroe,Human-Robot Interaction
2249,Stacey Monroe,"Graph Mining, Social Network Analysis, and Community Mining"
2249,Stacey Monroe,Causal Learning
2249,Stacey Monroe,Knowledge Acquisition
2250,Timothy Nunez,Preferences
2250,Timothy Nunez,Text Mining
2250,Timothy Nunez,Aerospace
2250,Timothy Nunez,Hardware
2250,Timothy Nunez,Learning Preferences or Rankings
2250,Timothy Nunez,Speech and Multimodality
2250,Timothy Nunez,Relational Learning
2250,Timothy Nunez,Machine Learning for NLP
2250,Timothy Nunez,Web Search
2251,Kathryn Silva,Responsible AI
2251,Kathryn Silva,Large Language Models
2251,Kathryn Silva,Software Engineering
2251,Kathryn Silva,Approximate Inference
2251,Kathryn Silva,Cyber Security and Privacy
2251,Kathryn Silva,Evaluation and Analysis in Machine Learning
2251,Kathryn Silva,Computer Vision Theory
2251,Kathryn Silva,Privacy in Data Mining
2252,Evelyn Castro,Biometrics
2252,Evelyn Castro,Other Topics in Uncertainty in AI
2252,Evelyn Castro,Voting Theory
2252,Evelyn Castro,Anomaly/Outlier Detection
2252,Evelyn Castro,Planning under Uncertainty
2252,Evelyn Castro,Deep Generative Models and Auto-Encoders
2253,Matthew Conway,Neuro-Symbolic Methods
2253,Matthew Conway,Machine Ethics
2253,Matthew Conway,Computational Social Choice
2253,Matthew Conway,Deep Learning Theory
2253,Matthew Conway,Ontologies
2253,Matthew Conway,"Constraints, Data Mining, and Machine Learning"
2253,Matthew Conway,Machine Translation
2253,Matthew Conway,"Mining Visual, Multimedia, and Multimodal Data"
2253,Matthew Conway,Artificial Life
2254,Robert Wright,Image and Video Generation
2254,Robert Wright,Intelligent Virtual Agents
2254,Robert Wright,Deep Neural Network Architectures
2254,Robert Wright,Federated Learning
2254,Robert Wright,Probabilistic Programming
2254,Robert Wright,Adversarial Attacks on CV Systems
2254,Robert Wright,Physical Sciences
2254,Robert Wright,Interpretability and Analysis of NLP Models
2255,Anthony Steele,Automated Reasoning and Theorem Proving
2255,Anthony Steele,Robot Manipulation
2255,Anthony Steele,Summarisation
2255,Anthony Steele,"Continual, Online, and Real-Time Planning"
2255,Anthony Steele,Other Topics in Multiagent Systems
2255,Anthony Steele,Local Search
2256,Cynthia Perez,Probabilistic Programming
2256,Cynthia Perez,Behaviour Learning and Control for Robotics
2256,Cynthia Perez,Classification and Regression
2256,Cynthia Perez,Cognitive Science
2256,Cynthia Perez,Software Engineering
2256,Cynthia Perez,Learning Theory
2256,Cynthia Perez,Explainability (outside Machine Learning)
2257,James Nelson,Reinforcement Learning with Human Feedback
2257,James Nelson,Societal Impacts of AI
2257,James Nelson,Constraint Programming
2257,James Nelson,Active Learning
2257,James Nelson,Behaviour Learning and Control for Robotics
2257,James Nelson,Standards and Certification
2257,James Nelson,Social Networks
2258,Amanda Rogers,Robot Planning and Scheduling
2258,Amanda Rogers,Clustering
2258,Amanda Rogers,Markov Decision Processes
2258,Amanda Rogers,Swarm Intelligence
2258,Amanda Rogers,"Other Topics Related to Fairness, Ethics, or Trust"
2258,Amanda Rogers,Internet of Things
2258,Amanda Rogers,News and Media
2258,Amanda Rogers,Digital Democracy
2259,Pamela Massey,Reasoning about Knowledge and Beliefs
2259,Pamela Massey,Inductive and Co-Inductive Logic Programming
2259,Pamela Massey,Object Detection and Categorisation
2259,Pamela Massey,"Coordination, Organisations, Institutions, and Norms"
2259,Pamela Massey,Search in Planning and Scheduling
2259,Pamela Massey,Social Networks
2260,Robert Silva,Verification
2260,Robert Silva,Global Constraints
2260,Robert Silva,Real-Time Systems
2260,Robert Silva,Computer Games
2260,Robert Silva,Agent Theories and Models
2261,Lisa Baker,Constraint Learning and Acquisition
2261,Lisa Baker,Computer-Aided Education
2261,Lisa Baker,Fairness and Bias
2261,Lisa Baker,News and Media
2261,Lisa Baker,Quantum Machine Learning
2261,Lisa Baker,Transportation
2262,Micheal Campbell,Lifelong and Continual Learning
2262,Micheal Campbell,Other Topics in Robotics
2262,Micheal Campbell,Heuristic Search
2262,Micheal Campbell,Arts and Creativity
2262,Micheal Campbell,Marketing
2262,Micheal Campbell,Robot Planning and Scheduling
2263,Crystal Rojas,Voting Theory
2263,Crystal Rojas,Optimisation for Robotics
2263,Crystal Rojas,Other Topics in Constraints and Satisfiability
2263,Crystal Rojas,Search in Planning and Scheduling
2263,Crystal Rojas,Physical Sciences
